Unnamed: 0,driving exp,since,age,gender,education,income,SoC,distance,charging fee,charge,ch
1446,5-10 years,2018,above 60,male,bachelor's degree,below average,31-50%,15,above normal,0.009790545,0
1447,5-10 years,2018,above 60,male,bachelor's degree,below average,31-50%,30,below normal,0.5859593,0
1448,5-10 years,2018,above 60,male,bachelor's degree,below average,31-50%,30,normal,0.21292941,0
1449,5-10 years,2018,above 60,male,bachelor's degree,below average,31-50%,30,above normal,0.006315196,0
1450,5-10 years,2018,above 60,male,bachelor's degree,below average,51-70%,0,below normal,0.6887665,0
1451,5-10 years,2018,above 60,male,bachelor's degree,below average,51-70%,0,normal,0.07518474,0
1452,5-10 years,2018,above 60,male,bachelor's degree,below average,51-70%,0,above normal,0.002556259,0
1453,5-10 years,2018,above 60,male,bachelor's degree,below average,51-70%,15,below normal,0.3941897,0
1454,5-10 years,2018,above 60,male,bachelor's degree,below average,51-70%,15,normal,0.052753333,0
1455,5-10 years,2018,above 60,male,bachelor's degree,below average,51-70%,15,above normal,0.002053578,0
1456,5-10 years,2018,above 60,male,bachelor's degree,below average,51-70%,30,below normal,0.16924247,0
1457,5-10 years,2018,above 60,male,bachelor's degree,below average,51-70%,30,normal,0.034959804,0
1458,5-10 years,2018,above 60,male,bachelor's degree,below average,51-70%,30,above normal,0.001463901,0
1459,less than a year,2019,41-50,male,bachelor's degree,average,10-30%,0,below normal,0.996382,1
1460,less than a year,2019,41-50,male,bachelor's degree,average,10-30%,0,normal,0.9957502,1
1461,less than a year,2019,41-50,male,bachelor's degree,average,10-30%,0,above normal,0.9230034,1
1462,less than a year,2019,41-50,male,bachelor's degree,average,10-30%,15,below normal,0.98927665,1
1463,less than a year,2019,41-50,male,bachelor's degree,average,10-30%,15,normal,0.98741966,1
1464,less than a year,2019,41-50,male,bachelor's degree,average,10-30%,15,above normal,0.8597034,1
1465,less than a year,2019,41-50,male,bachelor's degree,average,10-30%,30,below normal,0.96865654,1
1466,less than a year,2019,41-50,male,bachelor's degree,average,10-30%,30,normal,0.9621731,1
1467,less than a year,2019,41-50,male,bachelor's degree,average,10-30%,30,above normal,0.75800735,1
1468,less than a year,2019,41-50,male,bachelor's degree,average,31-50%,0,below normal,0.9827793,1
1469,less than a year,2019,41-50,male,bachelor's degree,average,31-50%,0,normal,0.96975213,1
1470,less than a year,2019,41-50,male,bachelor's degree,average,31-50%,0,above normal,0.48861212,0
1471,less than a year,2019,41-50,male,bachelor's degree,average,31-50%,15,below normal,0.9435892,1
1472,less than a year,2019,41-50,male,bachelor's degree,average,31-50%,15,normal,0.8870629,1
1473,less than a year,2019,41-50,male,bachelor's degree,average,31-50%,15,above normal,0.32435668,0
1474,less than a year,2019,41-50,male,bachelor's degree,average,31-50%,30,below normal,0.7991429,1
1475,less than a year,2019,41-50,male,bachelor's degree,average,31-50%,30,normal,0.6513552,0
1476,less than a year,2019,41-50,male,bachelor's degree,average,31-50%,30,above normal,0.19322802,0
1477,less than a year,2019,41-50,male,bachelor's degree,average,51-70%,0,below normal,0.8377991,1
1478,less than a year,2019,41-50,male,bachelor's degree,average,51-70%,0,normal,0.6749929,0
1479,less than a year,2019,41-50,male,bachelor's degree,average,51-70%,0,above normal,0.046765998,0
1480,less than a year,2019,41-50,male,bachelor's degree,average,51-70%,15,below normal,0.55128354,0
1481,less than a year,2019,41-50,male,bachelor's degree,average,51-70%,15,normal,0.34225413,0
1482,less than a year,2019,41-50,male,bachelor's degree,average,51-70%,15,above normal,0.03560899,0
1483,less than a year,2019,41-50,male,bachelor's degree,average,51-70%,30,below normal,0.3260436,0
1484,less than a year,2019,41-50,male,bachelor's degree,average,51-70%,30,normal,0.13228779,0
1485,less than a year,2019,41-50,male,bachelor's degree,average,51-70%,30,above normal,0.028256087,0
1486,1-3 years,2018,31-40,male,doctoral degree,average,10-30%,0,below normal,0.98893833,1
1487,1-3 years,2018,31-40,male,doctoral degree,average,10-30%,0,normal,0.98818165,1
1488,1-3 years,2018,31-40,male,doctoral degree,average,10-30%,0,above normal,0.7437281,0
1489,1-3 years,2018,31-40,male,doctoral degree,average,10-30%,15,below normal,0.95050526,1
1490,1-3 years,2018,31-40,male,doctoral degree,average,10-30%,15,normal,0.943175,1
1491,1-3 years,2018,31-40,male,doctoral degree,average,10-30%,15,above normal,0.4930218,0
1492,1-3 years,2018,31-40,male,doctoral degree,average,10-30%,30,below normal,0.8048842,1
1493,1-3 years,2018,31-40,male,doctoral degree,average,10-30%,30,normal,0.72571075,1
1494,1-3 years,2018,31-40,male,doctoral degree,average,10-30%,30,above normal,0.24577668,0
1495,1-3 years,2018,31-40,male,doctoral degree,average,31-50%,0,below normal,0.92664266,1
1496,1-3 years,2018,31-40,male,doctoral degree,average,31-50%,0,normal,0.8672706,1
1497,1-3 years,2018,31-40,male,doctoral degree,average,31-50%,0,above normal,0.14360699,0
1498,1-3 years,2018,31-40,male,doctoral degree,average,31-50%,15,below normal,0.66816974,0
1499,1-3 years,2018,31-40,male,doctoral degree,average,31-50%,15,normal,0.5101816,0
1500,1-3 years,2018,31-40,male,doctoral degree,average,31-50%,15,above normal,0.05320146,0
1501,1-3 years,2018,31-40,male,doctoral degree,average,31-50%,30,below normal,0.27992585,0
1502,1-3 years,2018,31-40,male,doctoral degree,average,31-50%,30,normal,0.14239025,0
1503,1-3 years,2018,31-40,male,doctoral degree,average,31-50%,30,above normal,0.018481115,0
1504,1-3 years,2018,31-40,male,doctoral degree,average,51-70%,0,below normal,0.4421803,0
1505,1-3 years,2018,31-40,male,doctoral degree,average,51-70%,0,normal,0.30930632,0
1506,1-3 years,2018,31-40,male,doctoral degree,average,51-70%,0,above normal,0.014037101,0
1507,1-3 years,2018,31-40,male,doctoral degree,average,51-70%,15,below normal,0.11854406,0
1508,1-3 years,2018,31-40,male,doctoral degree,average,51-70%,15,normal,0.078928724,0
1509,1-3 years,2018,31-40,male,doctoral degree,average,51-70%,15,above normal,0.005694268,0
1510,1-3 years,2018,31-40,male,doctoral degree,average,51-70%,30,below normal,0.049853608,0
1511,1-3 years,2018,31-40,male,doctoral degree,average,51-70%,30,normal,0.022653483,0
1512,1-3 years,2018,31-40,male,doctoral degree,average,51-70%,30,above normal,0.003173291,0
1513,3-5 years,2019,31-40,male,bachelor's degree,average,10-30%,0,below normal,0.9775834,1
1514,3-5 years,2019,31-40,male,bachelor's degree,average,10-30%,0,normal,0.9583928,1
1515,3-5 years,2019,31-40,male,bachelor's degree,average,10-30%,0,above normal,0.24582186,0
1516,3-5 years,2019,31-40,male,bachelor's degree,average,10-30%,15,below normal,0.8925253,1
1517,3-5 years,2019,31-40,male,bachelor's degree,average,10-30%,15,normal,0.83694136,1
1518,3-5 years,2019,31-40,male,bachelor's degree,average,10-30%,15,above normal,0.10883266,0
1519,3-5 years,2019,31-40,male,bachelor's degree,average,10-30%,30,below normal,0.7204144,1
1520,3-5 years,2019,31-40,male,bachelor's degree,average,10-30%,30,normal,0.61951417,0
1521,3-5 years,2019,31-40,male,bachelor's degree,average,10-30%,30,above normal,0.07441185,0
1522,3-5 years,2019,31-40,male,bachelor's degree,average,31-50%,0,below normal,0.8896881,1
1523,3-5 years,2019,31-40,male,bachelor's degree,average,31-50%,0,normal,0.807692,1
1524,3-5 years,2019,31-40,male,bachelor's degree,average,31-50%,0,above normal,0.08671196,0
1525,3-5 years,2019,31-40,male,bachelor's degree,average,31-50%,15,below normal,0.59438586,0
1526,3-5 years,2019,31-40,male,bachelor's degree,average,31-50%,15,normal,0.4830916,0
1527,3-5 years,2019,31-40,male,bachelor's degree,average,31-50%,15,above normal,0.034457028,0
1528,3-5 years,2019,31-40,male,bachelor's degree,average,31-50%,30,below normal,0.31256497,0
1529,3-5 years,2019,31-40,male,bachelor's degree,average,31-50%,30,normal,0.22318757,0
1530,3-5 years,2019,31-40,male,bachelor's degree,average,31-50%,30,above normal,0.021923697,0
1531,3-5 years,2019,31-40,male,bachelor's degree,average,51-70%,0,below normal,0.5986472,0
1532,3-5 years,2019,31-40,male,bachelor's degree,average,51-70%,0,normal,0.39291853,0
1533,3-5 years,2019,31-40,male,bachelor's degree,average,51-70%,0,above normal,0.013507549,0
1534,3-5 years,2019,31-40,male,bachelor's degree,average,51-70%,15,below normal,0.2054542,0
1535,3-5 years,2019,31-40,male,bachelor's degree,average,51-70%,15,normal,0.14736919,0
1536,3-5 years,2019,31-40,male,bachelor's degree,average,51-70%,15,above normal,0.006973394,0
1537,3-5 years,2019,31-40,male,bachelor's degree,average,51-70%,30,below normal,0.08182438,0
1538,3-5 years,2019,31-40,male,bachelor's degree,average,51-70%,30,normal,0.0482521,0
1539,3-5 years,2019,31-40,male,bachelor's degree,average,51-70%,30,above normal,0.004002266,0
1540,3-5 years,2017,41-50,male,bachelor's degree,above average,10-30%,0,below normal,0.9350265,1
1541,3-5 years,2017,41-50,male,bachelor's degree,above average,10-30%,0,normal,0.8903241,1
1542,3-5 years,2017,41-50,male,bachelor's degree,above average,10-30%,0,above normal,0.7737957,1
1543,3-5 years,2017,41-50,male,bachelor's degree,above average,10-30%,15,below normal,0.7470399,1
1544,3-5 years,2017,41-50,male,bachelor's degree,above average,10-30%,15,normal,0.6678697,0
1545,3-5 years,2017,41-50,male,bachelor's degree,above average,10-30%,15,above normal,0.52190095,0
1546,3-5 years,2017,41-50,male,bachelor's degree,above average,10-30%,30,below normal,0.44418105,0
1547,3-5 years,2017,41-50,male,bachelor's degree,above average,10-30%,30,normal,0.3355382,0
1548,3-5 years,2017,41-50,male,bachelor's degree,above average,10-30%,30,above normal,0.24190323,0
1549,3-5 years,2017,41-50,male,bachelor's degree,above average,31-50%,0,below normal,0.6506412,0
1550,3-5 years,2017,41-50,male,bachelor's degree,above average,31-50%,0,normal,0.4943054,0
1551,3-5 years,2017,41-50,male,bachelor's degree,above average,31-50%,0,above normal,0.26347178,0
1552,3-5 years,2017,41-50,male,bachelor's degree,above average,31-50%,15,below normal,0.33898932,0
1553,3-5 years,2017,41-50,male,bachelor's degree,above average,31-50%,15,normal,0.21207893,0
1554,3-5 years,2017,41-50,male,bachelor's degree,above average,31-50%,15,above normal,0.12378375,0
1555,3-5 years,2017,41-50,male,bachelor's degree,above average,31-50%,30,below normal,0.1463645,0
1556,3-5 years,2017,41-50,male,bachelor's degree,above average,31-50%,30,normal,0.0818167,0
1557,3-5 years,2017,41-50,male,bachelor's degree,above average,31-50%,30,above normal,0.048369527,0
1558,3-5 years,2017,41-50,male,bachelor's degree,above average,51-70%,0,below normal,0.19421077,0
1559,3-5 years,2017,41-50,male,bachelor's degree,above average,51-70%,0,normal,0.11229438,0
1560,3-5 years,2017,41-50,male,bachelor's degree,above average,51-70%,0,above normal,0.039418187,0
1561,3-5 years,2017,41-50,male,bachelor's degree,above average,51-70%,15,below normal,0.07492173,0
1562,3-5 years,2017,41-50,male,bachelor's degree,above average,51-70%,15,normal,0.033660967,0
1563,3-5 years,2017,41-50,male,bachelor's degree,above average,51-70%,15,above normal,0.017954208,0
1564,3-5 years,2017,41-50,male,bachelor's degree,above average,51-70%,30,below normal,0.04262446,0
1565,3-5 years,2017,41-50,male,bachelor's degree,above average,51-70%,30,normal,0.01622646,0
1566,3-5 years,2017,41-50,male,bachelor's degree,above average,51-70%,30,above normal,0.006237055,0
1567,less than a year,2020,above 60,male,below high school diploma,below average,10-30%,0,below normal,0.99501723,1
1568,less than a year,2020,above 60,male,below high school diploma,below average,10-30%,0,normal,0.976861,1
1569,less than a year,2020,above 60,male,below high school diploma,below average,10-30%,0,above normal,0.57377046,0
1570,less than a year,2020,above 60,male,below high school diploma,below average,10-30%,15,below normal,0.99033386,1
1571,less than a year,2020,above 60,male,below high school diploma,below average,10-30%,15,normal,0.97175264,1
1572,less than a year,2020,above 60,male,below high school diploma,below average,10-30%,15,above normal,0.55014104,0
1573,less than a year,2020,above 60,male,below high school diploma,below average,10-30%,30,below normal,0.97653776,1
1574,less than a year,2020,above 60,male,below high school diploma,below average,10-30%,30,normal,0.9651067,1
1575,less than a year,2020,above 60,male,below high school diploma,below average,10-30%,30,above normal,0.52628326,0
1576,less than a year,2020,above 60,male,below high school diploma,below average,31-50%,0,below normal,0.9704592,1
1577,less than a year,2020,above 60,male,below high school diploma,below average,31-50%,0,normal,0.8558148,1
1578,less than a year,2020,above 60,male,below high school diploma,below average,31-50%,0,above normal,0.13973273,0
1579,less than a year,2020,above 60,male,below high school diploma,below average,31-50%,15,below normal,0.941355,1
1580,less than a year,2020,above 60,male,below high school diploma,below average,31-50%,15,normal,0.8398828,1
1581,less than a year,2020,above 60,male,below high school diploma,below average,31-50%,15,above normal,0.14061032,0
1582,less than a year,2020,above 60,male,below high school diploma,below average,31-50%,30,below normal,0.88686794,1
1583,less than a year,2020,above 60,male,below high school diploma,below average,31-50%,30,normal,0.8058629,1
1584,less than a year,2020,above 60,male,below high school diploma,below average,31-50%,30,above normal,0.15613808,0
1585,less than a year,2020,above 60,male,below high school diploma,below average,51-70%,0,below normal,0.83738476,1
1586,less than a year,2020,above 60,male,below high school diploma,below average,51-70%,0,normal,0.4149652,0
1587,less than a year,2020,above 60,male,below high school diploma,below average,51-70%,0,above normal,0.032357715,0
1588,less than a year,2020,above 60,male,below high school diploma,below average,51-70%,15,below normal,0.7154941,1
1589,less than a year,2020,above 60,male,below high school diploma,below average,51-70%,15,normal,0.40969333,0
1590,less than a year,2020,above 60,male,below high school diploma,below average,51-70%,15,above normal,0.03582349,0
1591,less than a year,2020,above 60,male,below high school diploma,below average,51-70%,30,below normal,0.55120546,0
1592,less than a year,2020,above 60,male,below high school diploma,below average,51-70%,30,normal,0.41049442,0
1593,less than a year,2020,above 60,male,below high school diploma,below average,51-70%,30,above normal,0.043796167,0
1594,1-3 years,2020,41-50,female,master's degree,below average,10-30%,0,below normal,0.999572,1
1595,1-3 years,2020,41-50,female,master's degree,below average,10-30%,0,normal,0.99381554,1
1596,1-3 years,2020,41-50,female,master's degree,below average,10-30%,0,above normal,0.85423034,1
1597,1-3 years,2020,41-50,female,master's degree,below average,10-30%,15,below normal,0.99830866,1
1598,1-3 years,2020,41-50,female,master's degree,below average,10-30%,15,normal,0.98909175,1
1599,1-3 years,2020,41-50,female,master's degree,below average,10-30%,15,above normal,0.7027496,1
1600,1-3 years,2020,41-50,female,master's degree,below average,10-30%,30,below normal,0.9841712,1
1601,1-3 years,2020,41-50,female,master's degree,below average,10-30%,30,normal,0.9720482,1
