number,driving exp,since,age,gender,education,income,SoC,distance,charging fee,charge
1658,1-3 years,2015,41-50,male,bachelor's degree,below average,31-50%,short,normal,0
1659,1-3 years,2015,41-50,male,bachelor's degree,below average,31-50%,short,above normal,0
1660,1-3 years,2015,41-50,male,bachelor's degree,below average,31-50%,medium,below normal,0
1661,1-3 years,2015,41-50,male,bachelor's degree,below average,31-50%,medium,normal,0
1662,1-3 years,2015,41-50,male,bachelor's degree,below average,31-50%,medium,above normal,0
1663,1-3 years,2015,41-50,male,bachelor's degree,below average,31-50%,long,below normal,0
1664,1-3 years,2015,41-50,male,bachelor's degree,below average,31-50%,long,normal,1
1665,1-3 years,2015,41-50,male,bachelor's degree,below average,31-50%,long,above normal,0
1666,1-3 years,2015,41-50,male,bachelor's degree,below average,51-70%,short,below normal,0
1667,1-3 years,2015,41-50,male,bachelor's degree,below average,51-70%,short,normal,0
1668,1-3 years,2015,41-50,male,bachelor's degree,below average,51-70%,short,above normal,0
1669,1-3 years,2015,41-50,male,bachelor's degree,below average,51-70%,medium,below normal,0
1670,1-3 years,2015,41-50,male,bachelor's degree,below average,51-70%,medium,normal,0
1671,1-3 years,2015,41-50,male,bachelor's degree,below average,51-70%,medium,above normal,0
1672,1-3 years,2015,41-50,male,bachelor's degree,below average,51-70%,long,below normal,0
1673,1-3 years,2015,41-50,male,bachelor's degree,below average,51-70%,long,normal,0
1674,1-3 years,2015,41-50,male,bachelor's degree,below average,51-70%,long,above normal,0
1675,3-5 years,2022,18-30,male,master's degree,below average,10-30%,short,below normal,1
1676,3-5 years,2022,18-30,male,master's degree,below average,10-30%,short,normal,0
1677,3-5 years,2022,18-30,male,master's degree,below average,10-30%,short,above normal,0
1678,3-5 years,2022,18-30,male,master's degree,below average,10-30%,medium,below normal,1
1679,3-5 years,2022,18-30,male,master's degree,below average,10-30%,medium,normal,0
1680,3-5 years,2022,18-30,male,master's degree,below average,10-30%,medium,above normal,0
1681,3-5 years,2022,18-30,male,master's degree,below average,10-30%,long,below normal,1
1682,3-5 years,2022,18-30,male,master's degree,below average,10-30%,long,normal,0
1683,3-5 years,2022,18-30,male,master's degree,below average,10-30%,long,above normal,0
1684,3-5 years,2022,18-30,male,master's degree,below average,31-50%,short,below normal,1
1685,3-5 years,2022,18-30,male,master's degree,below average,31-50%,short,normal,1
1686,3-5 years,2022,18-30,male,master's degree,below average,31-50%,short,above normal,0
1687,3-5 years,2022,18-30,male,master's degree,below average,31-50%,medium,below normal,1
1688,3-5 years,2022,18-30,male,master's degree,below average,31-50%,medium,normal,0
1689,3-5 years,2022,18-30,male,master's degree,below average,31-50%,medium,above normal,1
1690,3-5 years,2022,18-30,male,master's degree,below average,31-50%,long,below normal,0
1691,3-5 years,2022,18-30,male,master's degree,below average,31-50%,long,normal,0
1692,3-5 years,2022,18-30,male,master's degree,below average,31-50%,long,above normal,0
1693,3-5 years,2022,18-30,male,master's degree,below average,51-70%,short,below normal,0
1694,3-5 years,2022,18-30,male,master's degree,below average,51-70%,short,normal,0
1695,3-5 years,2022,18-30,male,master's degree,below average,51-70%,short,above normal,0
1696,3-5 years,2022,18-30,male,master's degree,below average,51-70%,medium,below normal,0
1697,3-5 years,2022,18-30,male,master's degree,below average,51-70%,medium,normal,0
1698,3-5 years,2022,18-30,male,master's degree,below average,51-70%,medium,above normal,0
1699,3-5 years,2022,18-30,male,master's degree,below average,51-70%,long,below normal,0
1700,3-5 years,2022,18-30,male,master's degree,below average,51-70%,long,normal,0
1701,3-5 years,2022,18-30,male,master's degree,below average,51-70%,long,above normal,0
1702,5-10 years,2018,50-60,male,high school diploma,average,10-30%,short,below normal,1
1703,5-10 years,2018,50-60,male,high school diploma,average,10-30%,short,normal,0
1704,5-10 years,2018,50-60,male,high school diploma,average,10-30%,short,above normal,0
1705,5-10 years,2018,50-60,male,high school diploma,average,10-30%,medium,below normal,1
1706,5-10 years,2018,50-60,male,high school diploma,average,10-30%,medium,normal,1
1707,5-10 years,2018,50-60,male,high school diploma,average,10-30%,medium,above normal,0
1708,5-10 years,2018,50-60,male,high school diploma,average,10-30%,long,below normal,1
1709,5-10 years,2018,50-60,male,high school diploma,average,10-30%,long,normal,1
1710,5-10 years,2018,50-60,male,high school diploma,average,10-30%,long,above normal,0
1711,5-10 years,2018,50-60,male,high school diploma,average,31-50%,short,below normal,1
1712,5-10 years,2018,50-60,male,high school diploma,average,31-50%,short,normal,1
1713,5-10 years,2018,50-60,male,high school diploma,average,31-50%,short,above normal,0
1714,5-10 years,2018,50-60,male,high school diploma,average,31-50%,medium,below normal,0
1715,5-10 years,2018,50-60,male,high school diploma,average,31-50%,medium,normal,1
1716,5-10 years,2018,50-60,male,high school diploma,average,31-50%,medium,above normal,0
1717,5-10 years,2018,50-60,male,high school diploma,average,31-50%,long,below normal,0
1718,5-10 years,2018,50-60,male,high school diploma,average,31-50%,long,normal,0
1719,5-10 years,2018,50-60,male,high school diploma,average,31-50%,long,above normal,0
1720,5-10 years,2018,50-60,male,high school diploma,average,51-70%,short,below normal,0
1721,5-10 years,2018,50-60,male,high school diploma,average,51-70%,short,normal,0
1722,5-10 years,2018,50-60,male,high school diploma,average,51-70%,short,above normal,0
1723,5-10 years,2018,50-60,male,high school diploma,average,51-70%,medium,below normal,0
1724,5-10 years,2018,50-60,male,high school diploma,average,51-70%,medium,normal,0
1725,5-10 years,2018,50-60,male,high school diploma,average,51-70%,medium,above normal,0
1726,5-10 years,2018,50-60,male,high school diploma,average,51-70%,long,below normal,0
1727,5-10 years,2018,50-60,male,high school diploma,average,51-70%,long,normal,0
1728,5-10 years,2018,50-60,male,high school diploma,average,51-70%,long,above normal,0
1729,1-3 years,2019,18-30,male,high school diploma,below average,10-30%,short,below normal,1
1730,1-3 years,2019,18-30,male,high school diploma,below average,10-30%,short,normal,0
1731,1-3 years,2019,18-30,male,high school diploma,below average,10-30%,short,above normal,0
1732,1-3 years,2019,18-30,male,high school diploma,below average,10-30%,medium,below normal,1
1733,1-3 years,2019,18-30,male,high school diploma,below average,10-30%,medium,normal,0
1734,1-3 years,2019,18-30,male,high school diploma,below average,10-30%,medium,above normal,0
1735,1-3 years,2019,18-30,male,high school diploma,below average,10-30%,long,below normal,1
1736,1-3 years,2019,18-30,male,high school diploma,below average,10-30%,long,normal,0
1737,1-3 years,2019,18-30,male,high school diploma,below average,10-30%,long,above normal,0
1738,1-3 years,2019,18-30,male,high school diploma,below average,31-50%,short,below normal,1
1739,1-3 years,2019,18-30,male,high school diploma,below average,31-50%,short,normal,0
1740,1-3 years,2019,18-30,male,high school diploma,below average,31-50%,short,above normal,0
1741,1-3 years,2019,18-30,male,high school diploma,below average,31-50%,medium,below normal,1
1742,1-3 years,2019,18-30,male,high school diploma,below average,31-50%,medium,normal,0
1743,1-3 years,2019,18-30,male,high school diploma,below average,31-50%,medium,above normal,0
1744,1-3 years,2019,18-30,male,high school diploma,below average,31-50%,long,below normal,0
1745,1-3 years,2019,18-30,male,high school diploma,below average,31-50%,long,normal,0
1746,1-3 years,2019,18-30,male,high school diploma,below average,31-50%,long,above normal,0
1747,1-3 years,2019,18-30,male,high school diploma,below average,51-70%,short,below normal,0
1748,1-3 years,2019,18-30,male,high school diploma,below average,51-70%,short,normal,0
1749,1-3 years,2019,18-30,male,high school diploma,below average,51-70%,short,above normal,0
1750,1-3 years,2019,18-30,male,high school diploma,below average,51-70%,medium,below normal,0
1751,1-3 years,2019,18-30,male,high school diploma,below average,51-70%,medium,normal,0
1752,1-3 years,2019,18-30,male,high school diploma,below average,51-70%,medium,above normal,0
1753,1-3 years,2019,18-30,male,high school diploma,below average,51-70%,long,below normal,1
1754,1-3 years,2019,18-30,male,high school diploma,below average,51-70%,long,normal,0
1755,1-3 years,2019,18-30,male,high school diploma,below average,51-70%,long,above normal,0
1756,3-5 years,2022,50-60,male,doctoral degree,above average,10-30%,short,below normal,1
1757,3-5 years,2022,50-60,male,doctoral degree,above average,10-30%,short,normal,1
1758,3-5 years,2022,50-60,male,doctoral degree,above average,10-30%,short,above normal,1
1759,3-5 years,2022,50-60,male,doctoral degree,above average,10-30%,medium,below normal,0
1760,3-5 years,2022,50-60,male,doctoral degree,above average,10-30%,medium,normal,1
1761,3-5 years,2022,50-60,male,doctoral degree,above average,10-30%,medium,above normal,1
1762,3-5 years,2022,50-60,male,doctoral degree,above average,10-30%,long,below normal,1
1763,3-5 years,2022,50-60,male,doctoral degree,above average,10-30%,long,normal,1
1764,3-5 years,2022,50-60,male,doctoral degree,above average,10-30%,long,above normal,1
1765,3-5 years,2022,50-60,male,doctoral degree,above average,31-50%,short,below normal,1
1766,3-5 years,2022,50-60,male,doctoral degree,above average,31-50%,short,normal,1
1767,3-5 years,2022,50-60,male,doctoral degree,above average,31-50%,short,above normal,1
1768,3-5 years,2022,50-60,male,doctoral degree,above average,31-50%,medium,below normal,1
1769,3-5 years,2022,50-60,male,doctoral degree,above average,31-50%,medium,normal,1
1770,3-5 years,2022,50-60,male,doctoral degree,above average,31-50%,medium,above normal,1
1771,3-5 years,2022,50-60,male,doctoral degree,above average,31-50%,long,below normal,1
1772,3-5 years,2022,50-60,male,doctoral degree,above average,31-50%,long,normal,1
1773,3-5 years,2022,50-60,male,doctoral degree,above average,31-50%,long,above normal,1
1774,3-5 years,2022,50-60,male,doctoral degree,above average,51-70%,short,below normal,1
1775,3-5 years,2022,50-60,male,doctoral degree,above average,51-70%,short,normal,1
1776,3-5 years,2022,50-60,male,doctoral degree,above average,51-70%,short,above normal,1
1777,3-5 years,2022,50-60,male,doctoral degree,above average,51-70%,medium,below normal,1
1778,3-5 years,2022,50-60,male,doctoral degree,above average,51-70%,medium,normal,0
1779,3-5 years,2022,50-60,male,doctoral degree,above average,51-70%,medium,above normal,0
1780,3-5 years,2022,50-60,male,doctoral degree,above average,51-70%,long,below normal,0
1781,3-5 years,2022,50-60,male,doctoral degree,above average,51-70%,long,normal,0
1782,3-5 years,2022,50-60,male,doctoral degree,above average,51-70%,long,above normal,0
1783,less than a year,2019,above 60,female,bachelor's degree,average,10-30%,short,below normal,1
1784,less than a year,2019,above 60,female,bachelor's degree,average,10-30%,short,normal,1
1785,less than a year,2019,above 60,female,bachelor's degree,average,10-30%,short,above normal,1
1786,less than a year,2019,above 60,female,bachelor's degree,average,10-30%,medium,below normal,0
1787,less than a year,2019,above 60,female,bachelor's degree,average,10-30%,medium,normal,1
1788,less than a year,2019,above 60,female,bachelor's degree,average,10-30%,medium,above normal,1
1789,less than a year,2019,above 60,female,bachelor's degree,average,10-30%,long,below normal,1
1790,less than a year,2019,above 60,female,bachelor's degree,average,10-30%,long,normal,0
1791,less than a year,2019,above 60,female,bachelor's degree,average,10-30%,long,above normal,1
1792,less than a year,2019,above 60,female,bachelor's degree,average,31-50%,short,below normal,1
1793,less than a year,2019,above 60,female,bachelor's degree,average,31-50%,short,normal,1
1794,less than a year,2019,above 60,female,bachelor's degree,average,31-50%,short,above normal,1
1795,less than a year,2019,above 60,female,bachelor's degree,average,31-50%,medium,below normal,1
1796,less than a year,2019,above 60,female,bachelor's degree,average,31-50%,medium,normal,1
1797,less than a year,2019,above 60,female,bachelor's degree,average,31-50%,medium,above normal,1
1798,less than a year,2019,above 60,female,bachelor's degree,average,31-50%,long,below normal,0
1799,less than a year,2019,above 60,female,bachelor's degree,average,31-50%,long,normal,0
1800,less than a year,2019,above 60,female,bachelor's degree,average,31-50%,long,above normal,1
1801,less than a year,2019,above 60,female,bachelor's degree,average,51-70%,short,below normal,1
1802,less than a year,2019,above 60,female,bachelor's degree,average,51-70%,short,normal,1
1803,less than a year,2019,above 60,female,bachelor's degree,average,51-70%,short,above normal,0
1804,less than a year,2019,above 60,female,bachelor's degree,average,51-70%,medium,below normal,1
1805,less than a year,2019,above 60,female,bachelor's degree,average,51-70%,medium,normal,1
1806,less than a year,2019,above 60,female,bachelor's degree,average,51-70%,medium,above normal,0
1807,less than a year,2019,above 60,female,bachelor's degree,average,51-70%,long,below normal,1
1808,less than a year,2019,above 60,female,bachelor's degree,average,51-70%,long,normal,0
1809,less than a year,2019,above 60,female,bachelor's degree,average,51-70%,long,above normal,0
