,driving exp,since when are you using electric vehicles?,age,gender,education,income,SoC,queuing time,charging fee
1190,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1191,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1192,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1193,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1194,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1195,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1196,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1197,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1198,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1199,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1200,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1201,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1202,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1203,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1204,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1205,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1206,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1207,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1208,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1209,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1210,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1211,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1212,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1213,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1214,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1215,5-10 years,2019,18-30,female,below high school diploma,below average,,,
1216,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1217,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1218,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1219,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1220,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1221,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1222,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1223,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1224,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1225,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1226,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1227,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1228,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1229,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1230,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1231,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1232,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1233,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1234,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1235,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1236,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1237,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1238,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1239,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1240,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1241,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1242,1-3 years,2019,31-40,male,bachelor's degree,below average,,,
1243,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1244,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1245,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1246,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1247,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1248,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1249,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1250,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1251,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1252,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1253,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1254,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1255,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1256,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1257,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1258,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1259,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1260,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1261,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1262,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1263,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1264,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1265,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1266,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1267,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1268,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1269,3-5 years,2016,41-50,female,bachelor's degree,average,,,
1270,1-3 years,2015,50-60,male,doctoral degree,above average,10-30%,0,below normal
1271,1-3 years,2015,50-60,male,doctoral degree,above average,10-30%,0,normal
1272,1-3 years,2015,50-60,male,doctoral degree,above average,10-30%,0,above normal
1273,1-3 years,2015,50-60,male,doctoral degree,above average,10-30%,15,below normal
1274,1-3 years,2015,50-60,male,doctoral degree,above average,10-30%,15,normal
1275,1-3 years,2015,50-60,male,doctoral degree,above average,10-30%,15,above normal
1276,1-3 years,2015,50-60,male,doctoral degree,above average,10-30%,30,below normal
1277,1-3 years,2015,50-60,male,doctoral degree,above average,10-30%,30,normal
1278,1-3 years,2015,50-60,male,doctoral degree,above average,10-30%,30,above normal
1279,1-3 years,2015,50-60,male,doctoral degree,above average,31-50%,0,below normal
1280,1-3 years,2015,50-60,male,doctoral degree,above average,31-50%,0,normal
1281,1-3 years,2015,50-60,male,doctoral degree,above average,31-50%,0,above normal
1282,1-3 years,2015,50-60,male,doctoral degree,above average,31-50%,15,below normal
1283,1-3 years,2015,50-60,male,doctoral degree,above average,31-50%,15,normal
1284,1-3 years,2015,50-60,male,doctoral degree,above average,31-50%,15,above normal
1285,1-3 years,2015,50-60,male,doctoral degree,above average,31-50%,30,below normal
1286,1-3 years,2015,50-60,male,doctoral degree,above average,31-50%,30,normal
1287,1-3 years,2015,50-60,male,doctoral degree,above average,31-50%,30,above normal
1288,1-3 years,2015,50-60,male,doctoral degree,above average,51-70%,0,below normal
1289,1-3 years,2015,50-60,male,doctoral degree,above average,51-70%,0,normal
1290,1-3 years,2015,50-60,male,doctoral degree,above average,51-70%,0,above normal
1291,1-3 years,2015,50-60,male,doctoral degree,above average,51-70%,15,below normal
1292,1-3 years,2015,50-60,male,doctoral degree,above average,51-70%,15,normal
1293,1-3 years,2015,50-60,male,doctoral degree,above average,51-70%,15,above normal
1294,1-3 years,2015,50-60,male,doctoral degree,above average,51-70%,30,below normal
1295,1-3 years,2015,50-60,male,doctoral degree,above average,51-70%,30,normal
1296,1-3 years,2015,50-60,male,doctoral degree,above average,51-70%,30,above normal
1297,3-5 years,2017,above 60,female,master's degree,average,,,
1298,3-5 years,2017,above 60,female,master's degree,average,,,
1299,3-5 years,2017,above 60,female,master's degree,average,,,
1300,3-5 years,2017,above 60,female,master's degree,average,,,
1301,3-5 years,2017,above 60,female,master's degree,average,,,
1302,3-5 years,2017,above 60,female,master's degree,average,,,
1303,3-5 years,2017,above 60,female,master's degree,average,,,
1304,3-5 years,2017,above 60,female,master's degree,average,,,
1305,3-5 years,2017,above 60,female,master's degree,average,,,
1306,3-5 years,2017,above 60,female,master's degree,average,,,
1307,3-5 years,2017,above 60,female,master's degree,average,,,
1308,3-5 years,2017,above 60,female,master's degree,average,,,
1309,3-5 years,2017,above 60,female,master's degree,average,,,
1310,3-5 years,2017,above 60,female,master's degree,average,,,
1311,3-5 years,2017,above 60,female,master's degree,average,,,
1312,3-5 years,2017,above 60,female,master's degree,average,,,
1313,3-5 years,2017,above 60,female,master's degree,average,,,
1314,3-5 years,2017,above 60,female,master's degree,average,,,
1315,3-5 years,2017,above 60,female,master's degree,average,,,
1316,3-5 years,2017,above 60,female,master's degree,average,,,
1317,3-5 years,2017,above 60,female,master's degree,average,,,
1318,3-5 years,2017,above 60,female,master's degree,average,,,
1319,3-5 years,2017,above 60,female,master's degree,average,,,
1320,3-5 years,2017,above 60,female,master's degree,average,,,
1321,3-5 years,2017,above 60,female,master's degree,average,,,
1322,3-5 years,2017,above 60,female,master's degree,average,,,
1323,3-5 years,2017,above 60,female,master's degree,average,,,
1324,1-3 years,2019,18-30,male,doctoral degree,above average,10-30%,0,below normal
1325,1-3 years,2019,18-30,male,doctoral degree,above average,10-30%,0,normal
1326,1-3 years,2019,18-30,male,doctoral degree,above average,10-30%,0,above normal
1327,1-3 years,2019,18-30,male,doctoral degree,above average,10-30%,15,below normal
1328,1-3 years,2019,18-30,male,doctoral degree,above average,10-30%,15,normal
1329,1-3 years,2019,18-30,male,doctoral degree,above average,10-30%,15,above normal
1330,1-3 years,2019,18-30,male,doctoral degree,above average,10-30%,30,below normal
1331,1-3 years,2019,18-30,male,doctoral degree,above average,10-30%,30,normal
1332,1-3 years,2019,18-30,male,doctoral degree,above average,10-30%,30,above normal
1333,1-3 years,2019,18-30,male,doctoral degree,above average,31-50%,0,below normal
1334,1-3 years,2019,18-30,male,doctoral degree,above average,31-50%,0,normal
1335,1-3 years,2019,18-30,male,doctoral degree,above average,31-50%,0,above normal
1336,1-3 years,2019,18-30,male,doctoral degree,above average,31-50%,15,below normal
1337,1-3 years,2019,18-30,male,doctoral degree,above average,31-50%,15,normal
1338,1-3 years,2019,18-30,male,doctoral degree,above average,31-50%,15,above normal
1339,1-3 years,2019,18-30,male,doctoral degree,above average,31-50%,30,below normal
1340,1-3 years,2019,18-30,male,doctoral degree,above average,31-50%,30,normal
1341,1-3 years,2019,18-30,male,doctoral degree,above average,31-50%,30,above normal
1342,1-3 years,2019,18-30,male,doctoral degree,above average,51-70%,0,below normal
1343,1-3 years,2019,18-30,male,doctoral degree,above average,51-70%,0,normal
1344,1-3 years,2019,18-30,male,doctoral degree,above average,51-70%,0,above normal
1345,1-3 years,2019,18-30,male,doctoral degree,above average,51-70%,15,below normal
1346,1-3 years,2019,18-30,male,doctoral degree,above average,51-70%,15,normal
1347,1-3 years,2019,18-30,male,doctoral degree,above average,51-70%,15,above normal
1348,1-3 years,2019,18-30,male,doctoral degree,above average,51-70%,30,below normal
1349,1-3 years,2019,18-30,male,doctoral degree,above average,51-70%,30,normal
1350,1-3 years,2019,18-30,male,doctoral degree,above average,51-70%,30,above normal
1351,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1352,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1353,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1354,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1355,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1356,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1357,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1358,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1359,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1360,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1361,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1362,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1363,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1364,3-5 years,2018,31-40,male,bachelor's degree,average,,,
1365,3-5 years,2018,31-40,male,bachelor's degree,average,,,
